date,channel,campaign,region,sales_rep,spend,impressions,clicks,conversions,revenue
2023-08-14,LinkedIn,Campaign B,Europe,Alice,1879.96,20799,2833,407,44775.87
2023-10-04,Google Ads,Campaign E,LATAM,Alice,199.29,34210,1195,88,9681.27
2023-10-13,LinkedIn,Campaign D,Europe,Carlos,895.71,29226,2374,487,53577.02
2023-04-07,Email,Campaign D,Europe,Diana,594.3,5652,1631,371,40815.35
2023-10-11,Email,Campaign C,LATAM,Frank,1488.56,25323,2550,326,35864.7
2023-11-13,Google Ads,Campaign B,Europe,Carlos,1964.46,43138,2695,418,45986.03
2023-10-31,LinkedIn,Campaign D,Europe,Diana,587.41,8597,2543,313,34434.51
2023-05-27,LinkedIn,Campaign C,Europe,Bob,1342.93,48093,2307,294,32344.24
2023-01-04,LinkedIn,Campaign E,Europe,Frank,476.39,38226,2811,410,45105.91
2023-02-04,Organic,Campaign D,LATAM,Bob,1174.13,7591,2399,327,35974.72
2023-07-11,Facebook Ads,Campaign C,Europe,Eva,981.47,26833,1982,138,15181.99
2023-02-18,Organic,Campaign C,Europe,Frank,1946.81,12826,1807,211,23213.04
2023-01-17,Facebook Ads,Campaign A,LATAM,Diana,1256.2,27417,2100,287,31574.14
2023-06-21,LinkedIn,Campaign E,APAC,Eva,764.06,19693,1039,270,29703.89
2023-08-08,LinkedIn,Campaign A,North America,Alice,316.78,15138,1591,77,8471.11
2023-06-07,Organic,Campaign B,APAC,Diana,387.37,3169,1166,485,53356.99
2023-02-15,Organic,Campaign A,LATAM,Carlos,528.1,19556,2617,356,39165.13
2023-01-06,Facebook Ads,Campaign A,North America,Alice,576.84,23052,542,52,5720.75
2023-04-09,Email,Campaign D,LATAM,Alice,1716.17,7313,669,330,36304.76
2023-08-21,Facebook Ads,Campaign C,LATAM,Carlos,1166.32,9315,2428,237,26073.42
2023-02-06,Organic,Campaign E,Europe,Frank,1094.44,9036,2430,447,49176.45
2023-10-07,Organic,Campaign A,North America,Alice,318.06,32778,2147,104,11441.5
2023-12-15,Google Ads,Campaign E,Europe,Diana,1734.27,28734,1596,63,6930.91
2023-10-29,Organic,Campaign A,North America,Eva,1473.35,24173,912,262,28823.78
2023-06-30,Google Ads,Campaign B,LATAM,Alice,228.57,31403,1741,417,45876.01
2023-04-05,Email,Campaign A,LATAM,Diana,1444.89,1785,1655,456,50166.58
2023-04-09,Facebook Ads,Campaign D,APAC,Bob,1132.72,7139,2369,69,7591.0
2023-07-07,Facebook Ads,Campaign C,North America,Diana,255.28,7344,629,87,9571.25
2023-04-26,Google Ads,Campaign B,Europe,Eva,970.77,19800,1940,158,17382.28
2023-07-10,Facebook Ads,Campaign A,APAC,Diana,1020.92,26372,1325,477,52476.88
2023-09-10,Organic,Campaign E,APAC,Carlos,414.97,21538,2657,270,29703.89
2023-06-10,LinkedIn,Campaign B,APAC,Eva,1896.83,15973,2793,313,34434.51
2023-09-13,Google Ads,Campaign B,Europe,Frank,1714.95,6619,1905,83,9131.2
2023-11-19,Facebook Ads,Campaign A,APAC,Bob,1371.14,35704,2543,319,35094.6
2023-05-08,Google Ads,Campaign B,Europe,Carlos,978.36,37575,1405,154,16942.22
2023-01-18,Google Ads,Campaign E,APAC,Frank,882.35,40919,1212,439,48296.33
2023-10-08,LinkedIn,Campaign B,Europe,Diana,1336.85,43261,406,52,5720.75
2023-08-11,Organic,Campaign E,LATAM,Eva,1136.32,46123,1674,409,44995.9
2023-02-23,Google Ads,Campaign A,LATAM,Bob,218.32,28716,2371,383,42135.52
2023-02-27,Facebook Ads,Campaign C,LATAM,Carlos,1073.76,4236,2056,252,27723.63
2023-11-19,Email,Campaign B,LATAM,Frank,1632.17,16848,2408,282,31024.07
2023-12-26,Google Ads,Campaign C,LATAM,Frank,972.56,3352,919,360,39605.19
2023-06-23,Google Ads,Campaign E,APAC,Bob,198.72,2932,935,102,11221.47
2023-10-07,LinkedIn,Campaign B,APAC,Diana,1593.93,11913,2051,418,45986.03
2023-04-24,Organic,Campaign D,APAC,Bob,482.59,9556,2251,29,3190.42
2023-10-15,Email,Campaign C,Europe,Frank,591.38,22300,1463,497,54677.17
2023-12-08,Facebook Ads,Campaign B,Europe,Alice,412.94,6498,1333,288,31684.15
2023-05-31,Email,Campaign C,Europe,Carlos,727.41,11582,669,453,49836.53
2023-05-07,Facebook Ads,Campaign B,Europe,Bob,1537.83,47633,932,373,41035.38
2023-06-04,Organic,Campaign A,LATAM,Frank,1086.83,10569,846,305,33554.4
2023-09-30,Facebook Ads,Campaign C,LATAM,Diana,489.27,5857,2222,72,7921.04
2023-04-14,LinkedIn,Campaign D,LATAM,Frank,1767.88,1340,1346,11,1210.16
2023-10-26,LinkedIn,Campaign D,North America,Diana,1771.21,44949,668,309,33994.46
2023-09-03,LinkedIn,Campaign E,APAC,Bob,1754.1,17766,1884,141,15512.03
2023-06-25,LinkedIn,Campaign B,Europe,Diana,553.71,27132,294,168,18482.42
2023-02-08,Email,Campaign C,Europe,Eva,957.35,9491,2945,87,9571.25
2023-06-19,Organic,Campaign E,LATAM,Eva,1971.48,1138,2547,389,42795.61
2023-09-04,Facebook Ads,Campaign C,Europe,Eva,1566.82,1358,979,142,15622.05
2023-01-26,Facebook Ads,Campaign B,Europe,Alice,151.62,10714,1320,424,46646.11
2023-12-21,LinkedIn,Campaign D,APAC,Bob,223.89,20840,569,77,8471.11
2023-11-02,LinkedIn,Campaign A,LATAM,Frank,981.47,35395,2459,241,26513.48
2023-01-13,Google Ads,Campaign D,APAC,Frank,1827.52,31654,57,50,5500.72
2023-11-12,Organic,Campaign E,North America,Alice,1123.53,26879,2575,110,12101.59
2023-11-09,Email,Campaign A,North America,Diana,1045.84,16996,2069,420,46206.06
2023-02-05,Facebook Ads,Campaign E,North America,Alice,300.4,38772,544,292,32124.21
2023-06-22,Google Ads,Campaign B,LATAM,Diana,1347.88,27762,1679,266,29263.84
2023-01-20,Google Ads,Campaign A,Europe,Diana,1662.0,14283,2930,180,19802.6
2023-11-17,Facebook Ads,Campaign E,LATAM,Carlos,822.8,40420,1112,170,18702.45
2023-09-21,Email,Campaign B,LATAM,Frank,1573.66,20554,2690,149,16392.15
2023-05-22,Google Ads,Campaign D,Europe,Eva,1932.51,21219,236,334,36744.82
2023-05-23,Google Ads,Campaign B,APAC,Diana,487.16,35919,2851,374,41145.39
2023-04-02,Organic,Campaign C,North America,Carlos,1094.33,10429,1927,287,31574.14
2023-12-20,Email,Campaign B,APAC,Frank,645.56,47840,2190,58,6380.84
2023-11-18,Google Ads,Campaign B,North America,Eva,1606.42,45695,135,182,20022.62
2023-10-15,Email,Campaign C,LATAM,Diana,1197.43,40673,186,423,46536.1
2023-08-03,Facebook Ads,Campaign E,North America,Diana,1305.71,20218,2518,248,27283.58
2023-12-08,LinkedIn,Campaign E,LATAM,Alice,1616.04,13452,2171,345,37954.98
2023-02-20,Google Ads,Campaign B,APAC,Alice,852.34,49980,1686,131,14411.89
2023-06-02,Organic,Campaign C,LATAM,Frank,1838.67,19951,2268,413,45435.96
2023-07-05,Facebook Ads,Campaign C,APAC,Eva,1112.75,2307,1801,416,45766.0
2023-03-04,Email,Campaign D,Europe,Diana,400.11,15852,2267,371,40815.35
2023-07-09,Facebook Ads,Campaign E,Europe,Frank,1422.21,26232,1837,275,30253.97
2023-05-05,Google Ads,Campaign A,Europe,Frank,1607.2,36428,921,136,14961.96
2023-05-30,Email,Campaign E,LATAM,Bob,701.85,44171,2419,97,10671.4
2023-11-10,LinkedIn,Campaign E,Europe,Alice,1728.64,27485,2553,383,42135.52
2023-02-27,Facebook Ads,Campaign D,North America,Eva,1821.67,11238,993,77,8471.11
2023-12-08,Google Ads,Campaign A,APAC,Diana,626.12,39975,1676,415,45655.98
2023-11-01,Organic,Campaign D,APAC,Frank,1968.69,2140,2887,414,45545.97
2023-06-29,Email,Campaign A,North America,Diana,367.35,25842,2710,407,44775.87
2023-06-19,Facebook Ads,Campaign B,LATAM,Bob,483.83,27421,2986,252,27723.63
2023-11-22,Facebook Ads,Campaign A,LATAM,Eva,450.03,2708,398,352,38725.08
2023-09-28,LinkedIn,Campaign D,APAC,Frank,1798.58,4630,1726,277,30473.99
2023-02-23,LinkedIn,Campaign E,Europe,Diana,1343.16,20595,1246,47,5170.68
2023-04-11,Organic,Campaign A,LATAM,Alice,389.0,11485,59,381,41915.49
2023-09-21,Organic,Campaign A,LATAM,Bob,936.61,29308,2837,45,4950.65
2023-02-22,Google Ads,Campaign C,North America,Eva,1269.07,45789,1511,174,19142.51
2023-03-01,Google Ads,Campaign E,North America,Bob,258.58,27086,716,438,48186.32
2023-04-18,Organic,Campaign B,Europe,Alice,1776.59,17859,2643,216,23763.11
2023-01-05,Organic,Campaign D,LATAM,Eva,1626.85,8684,1572,497,54677.17
2023-04-13,Email,Campaign B,LATAM,Bob,1059.89,26552,2226,172,18922.48
2023-07-15,LinkedIn,Campaign E,North America,Carlos,1937.54,2207,650,43,4730.62
2023-09-19,Google Ads,Campaign A,LATAM,Alice,893.75,47099,2702,373,41035.38
2023-12-31,LinkedIn,Campaign A,APAC,Alice,1969.81,2960,376,249,27393.59
2023-12-16,LinkedIn,Campaign E,North America,Alice,1369.05,1557,1029,155,17052.24
2023-02-16,Organic,Campaign A,Europe,Carlos,1305.88,30689,2501,115,12651.66
2023-12-21,Email,Campaign A,North America,Carlos,415.31,49651,678,484,53246.98
2023-11-07,Facebook Ads,Campaign A,LATAM,Diana,1775.66,14893,1679,440,48406.35
2023-11-04,Email,Campaign D,Europe,Frank,912.23,33272,2815,51,5610.74
2023-05-24,Email,Campaign D,North America,Bob,408.24,1882,323,67,7370.97
2023-09-26,LinkedIn,Campaign C,APAC,Diana,123.95,38529,734,229,25193.3
2023-05-04,Email,Campaign B,APAC,Bob,1163.54,39635,165,370,40705.34
2023-04-16,Google Ads,Campaign E,North America,Frank,1102.06,30535,910,73,8031.05
2023-06-07,LinkedIn,Campaign E,APAC,Carlos,1466.77,13869,2053,303,33334.37
2023-05-27,Google Ads,Campaign E,APAC,Frank,1791.49,8166,742,436,47966.29
2023-05-25,Facebook Ads,Campaign C,APAC,Carlos,250.87,13982,1155,294,32344.24
2023-04-30,LinkedIn,Campaign D,Europe,Frank,1489.84,41697,2421,300,33004.33
2023-11-15,Facebook Ads,Campaign C,APAC,Diana,456.08,39115,2211,207,22772.99
2023-10-02,LinkedIn,Campaign E,APAC,Eva,1730.54,8269,1842,65,7150.94
2023-04-02,Organic,Campaign B,APAC,Diana,1656.22,29064,203,438,48186.32
2023-02-27,Email,Campaign A,Europe,Bob,1127.51,14527,1950,455,50056.56
2023-12-12,Organic,Campaign D,North America,Diana,1449.46,3454,1477,322,35424.64
2023-08-17,Facebook Ads,Campaign D,LATAM,Alice,697.27,21878,1339,318,34984.59
2023-04-27,Email,Campaign C,APAC,Bob,995.22,13991,364,165,18152.38
2023-11-14,LinkedIn,Campaign D,North America,Frank,1661.11,3808,1114,335,36854.83
2023-10-06,Email,Campaign E,APAC,Bob,972.6,40410,154,20,2200.29
2023-05-07,Google Ads,Campaign E,Europe,Eva,779.82,37593,1974,342,37624.93
2023-05-09,Email,Campaign C,North America,Carlos,1039.0,37304,1963,98,10781.41
2023-02-27,Google Ads,Campaign E,Europe,Frank,1673.67,31386,1266,308,33884.44
2023-05-02,Email,Campaign B,APAC,Bob,736.9,49077,1474,142,15622.05
2023-01-01,Google Ads,Campaign C,APAC,Frank,430.15,4802,2451,342,37624.93
2023-08-27,Facebook Ads,Campaign B,Europe,Frank,1452.83,29753,1822,42,4620.61
2023-10-17,Organic,Campaign A,LATAM,Frank,1669.36,22083,2010,131,14411.89
2023-04-06,LinkedIn,Campaign B,Europe,Carlos,291.21,19354,2830,279,30694.02
2023-05-06,Email,Campaign A,APAC,Diana,555.76,23190,1653,168,18482.42
2023-04-28,Organic,Campaign A,Europe,Frank,369.75,7142,758,447,49176.45
2023-02-17,LinkedIn,Campaign B,LATAM,Alice,761.09,29398,700,323,35534.66
2023-03-30,LinkedIn,Campaign C,Europe,Eva,955.67,42862,2921,81,8911.17
2023-08-25,Google Ads,Campaign E,LATAM,Carlos,1522.77,34132,996,178,19582.57
2023-09-29,Facebook Ads,Campaign E,LATAM,Bob,1337.18,20503,710,391,43015.64
2023-07-08,Facebook Ads,Campaign A,Europe,Carlos,1279.76,49456,2196,462,50826.66
2023-07-11,Organic,Campaign A,Europe,Bob,769.51,35631,2685,362,39825.22
2023-03-10,Facebook Ads,Campaign C,North America,Carlos,1698.75,17499,2379,325,35754.69
2023-10-05,Email,Campaign D,APAC,Bob,995.45,40852,2500,380,41805.48
2023-12-15,Facebook Ads,Campaign B,LATAM,Frank,1960.3,9016,1182,95,10451.37
2023-09-04,Organic,Campaign A,North America,Diana,1304.87,3384,749,242,26623.49
2023-03-17,Facebook Ads,Campaign E,Europe,Bob,339.9,16072,2296,268,29483.86
2023-06-03,Email,Campaign C,APAC,Bob,1384.74,37703,2088,183,20132.64
2023-05-24,Google Ads,Campaign B,North America,Alice,717.7,46895,2424,498,54787.18
2023-03-27,Organic,Campaign C,LATAM,Bob,1404.02,15482,2251,494,54347.12
2023-07-04,Google Ads,Campaign B,North America,Alice,232.32,41510,601,213,23433.07
2023-10-12,Google Ads,Campaign B,LATAM,Eva,432.27,49933,454,77,8471.11
2023-08-08,Google Ads,Campaign A,Europe,Frank,1725.9,22826,511,394,43345.68
2023-03-10,LinkedIn,Campaign C,APAC,Alice,531.64,3490,2229,111,12211.6
2023-02-16,LinkedIn,Campaign C,APAC,Diana,1690.38,47092,2888,349,38395.03
2023-04-04,Google Ads,Campaign E,APAC,Frank,630.62,26518,923,299,32894.31
2023-08-26,Organic,Campaign E,Europe,Alice,1321.48,25045,133,373,41035.38
2023-07-23,Email,Campaign A,LATAM,Frank,1418.89,27910,1472,448,49286.46
2023-08-06,Email,Campaign A,Europe,Frank,1074.04,25566,2851,288,31684.15
2023-12-07,Facebook Ads,Campaign D,APAC,Frank,680.09,34905,2725,357,39275.15
2023-02-08,Organic,Campaign E,Europe,Eva,504.02,28103,270,186,20462.68
2023-04-10,LinkedIn,Campaign B,Europe,Diana,163.06,37188,2650,41,4510.59
2023-10-16,Google Ads,Campaign C,Europe,Carlos,677.5,6845,1441,141,15512.03
2023-09-11,Facebook Ads,Campaign A,LATAM,Carlos,1341.01,22162,161,342,37624.93
2023-08-10,Email,Campaign C,North America,Alice,1882.78,37674,664,60,6600.87
2023-12-23,LinkedIn,Campaign C,North America,Frank,1755.29,20337,1631,191,21012.75
2023-01-23,LinkedIn,Campaign D,Europe,Alice,1555.52,23313,524,345,37954.98
2023-09-07,Google Ads,Campaign E,North America,Eva,1598.05,27943,2933,262,28823.78
2023-01-10,Email,Campaign A,North America,Eva,1363.47,13413,1963,449,49396.48
2023-09-03,Organic,Campaign C,Europe,Bob,594.55,1276,320,62,6820.89
2023-11-21,LinkedIn,Campaign A,Europe,Eva,1823.67,18611,2518,367,40375.29
2023-04-10,Google Ads,Campaign B,APAC,Bob,1374.39,40105,1970,127,13971.83
2023-10-17,Organic,Campaign D,North America,Diana,1164.84,12944,2804,192,21122.77
2023-06-29,Email,Campaign B,LATAM,Alice,310.88,16906,1440,234,25743.37
2023-08-11,LinkedIn,Campaign A,Europe,Diana,949.41,21536,89,172,18922.48
2023-09-07,Organic,Campaign A,APAC,Eva,974.68,28810,2032,424,46646.11
2023-05-27,Organic,Campaign E,LATAM,Diana,1742.67,13306,2286,118,12981.7
2023-04-06,Organic,Campaign C,North America,Diana,1138.63,11503,1043,256,28163.69
2023-09-14,LinkedIn,Campaign C,APAC,Diana,822.76,20225,2062,111,12211.6
2023-11-21,LinkedIn,Campaign B,Europe,Eva,1955.92,37976,2633,41,4510.59
2023-01-04,Facebook Ads,Campaign D,LATAM,Frank,310.37,12590,339,339,37294.89
2023-01-16,Email,Campaign C,Europe,Diana,902.84,11886,2530,96,10561.38
2023-10-07,Google Ads,Campaign E,North America,Bob,179.85,13866,2568,22,2420.32
2023-12-02,Organic,Campaign B,LATAM,Eva,1505.82,2088,2725,358,39385.16
